web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750602973-7235","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 170 m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-keur-massar-4489932","170 m2","30 000 000 CFA","Terrain 170 m² - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-170-m2-keur-massar-4463054"
"1750602975-7236","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150 m² - Bargny","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-bargny-4529847","150","Prix sur demande","Terrain 150 m² - Bargny","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-sindou-bargny-4241453"
"1750602978-7237","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m²  - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-4529995","150","Prix sur demande","Terrain 150m²  - Lac rose","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-5203236"
"1750602981-7238","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 300m² - Lac rose","https://sn.coinafrique.com/annonce/terrains/terrain-300m-lac-rose-4530001","300","3 500 000 CFA","Terrain 300m² - Lac rose","favorite_border 
      
    
            
              
              
            
            
              
               9 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-touba-4922668"
"1750602983-7239","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 249m²  - Mamelle","https://sn.coinafrique.com/annonce/terrains/terrain-249m-mamelle-4530019","249","80 000 000 CFA","Terrain 249m²  - Mamelle","",""
"1750602986-7240","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 2,5 ha  -Daga Kholpa","https://sn.coinafrique.com/annonce/terrains/terrain-2-5-ha-daga-kholpa-4530514","26311 m2","30 000 CFA","Terrain 2,5 ha  -Daga Kholpa","",""
"1750602988-7241","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 2 lots - Diamniadio","https://sn.coinafrique.com/annonce/terrains/terrain-2-lots-diamniadio-4530922","432 m2","56 000 000 CFA","Terrain 2 lots - Diamniadio","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150m2-374m-sebi-ponty-2350675"
"1750602991-7242","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 325m²  - Ngor","https://sn.coinafrique.com/annonce/terrains/terrain-325m-ngor-4530944","325","180 000 000 CFA","Terrain 325m²  - Ngor","",""
"1750602994-7243","https://sn.coinafrique.com/categorie/terrains?page=33","Terrains 75 lots - Thiès","https://sn.coinafrique.com/annonce/terrains/terrains-75-lots-thies-4531257","","187 500 000 CFA","Terrains 75 lots - Thiès","",""
"1750602996-7244","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m²  - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150m-almadies-2-4491467","150","25 000 000 CFA","Terrain 150m²  - Almadies 2","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-almadies-2-4491467"
"1750602999-7245","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain  150m²  - Ngor Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ngor-almadies-4491484","150","95 000 000 CFA","Terrain  150m²  - Ngor Almadies","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-ngor-3940480"
"1750603001-7246","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 1526 m² - Ngor Almadies","https://sn.coinafrique.com/annonce/terrains/terrain-1526-m-ngor-almadies-4491514","1521","Prix sur demande","Terrain 1526 m² - Ngor Almadies","",""
"1750603005-7247","https://sn.coinafrique.com/categorie/terrains?page=33","Vente villa  à démolir - Liberté 6","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-liberte-6-4491591","3","90 000 000 CFA","Vente villa  à démolir - Liberté 6","",""
"1750603007-7248","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m² - Hangar pèlerin","https://sn.coinafrique.com/annonce/terrains/terrain-150m-hangar-pelerin-4491597","150","70 000 000 CFA","Terrain 150m² - Hangar pèlerin","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-onomo-4352790"
"1750603010-7249","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m² - Dalifort","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dalifort-4491629","130","30 000 000 CFA","Terrain 150m² - Dalifort","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-dakar-2526990"
"1750603012-7250","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain  220m² - Khar Yalla","https://sn.coinafrique.com/annonce/terrains/terrain-220m-khar-yalla-4491635","220","60 000 000 CFA","Terrain  220m² - Khar Yalla","",""
"1750603015-7251","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 251m² - Nord Foire","https://sn.coinafrique.com/annonce/terrains/terrain-251m-nord-foire-4491646","251","125 000 000 CFA","Terrain 251m² - Nord Foire","",""
"1750603017-7252","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain  150m²  - Nord foire","https://sn.coinafrique.com/annonce/terrains/terrain-150m-nord-foire-4491642","150","75 000 000 CFA","Terrain  150m²  - Nord foire","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-cite-djily-mbaye-2172217"
"1750603020-7253","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 1000m²-  Mermoz","https://sn.coinafrique.com/annonce/terrains/terrain-1000m-mermoz-4491650","1000","Prix sur demande","Terrain 1000m²-  Mermoz","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1000-m-cite-keur-gorgui-2102701"
"1750603022-7254","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 2500m² -  Mermoz","https://sn.coinafrique.com/annonce/terrains/terrain-2500m-mermoz-4491654","2500","700 000 CFA","Terrain 2500m² -  Mermoz","",""
"1750603025-7255","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 225 m² - Thiès","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-thies-4531548","225","350 000 CFA","Terrain 225 m² - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m2-thies-5205800"
"1750603029-7256","https://sn.coinafrique.com/categorie/terrains?page=33","Terrain 150m² + fondation - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-150m-fondation-keur-massar-4491688","150","17 000 000 CFA","Terrain 150m² + fondation - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-cite-ambassade-4278108"
